# ground truth trajectory
# file: 'rgbd_dataset_freiburg1_xyz.bag'
# timestamp tx ty tz qx qy qz qw
1305031113.6657 1.2755 0.6319 1.6026 0.6693 0.6286 -0.2806 -0.2795
1305031113.6757 1.2753 0.6275 1.6025 0.6683 0.6300 -0.2799 -0.2796
1305031113.6857 1.2750 0.6231 1.6023 0.6677 0.6304 -0.2795 -0.2804
1305031113.6962 1.2751 0.6187 1.6023 0.6674 0.6314 -0.2781 -0.2804
1305031113.7056 1.2745 0.6144 1.6021 0.6659 0.6320 -0.2786 -0.2822
1305031113.7157 1.2752 0.6101 1.6022 0.6661 0.6333 -0.2761 -0.2810
1305031113.7257 1.2746 0.6058 1.6019 0.6650 0.6340 -0.2755 -0.2827
1305031113.7357 1.2743 0.6016 1.6017 0.6641 0.6350 -0.2744 -0.2835
1305031113.7458 1.2739 0.5975 1.6015 0.6635 0.6355 -0.2733 -0.2851
1305031113.7558 1.2734 0.5934 1.6012 0.6621 0.6363 -0.2732 -0.2865
1305031113.7657 1.2737 0.5893 1.6010 0.6621 0.6367 -0.2716 -0.2872
1305031113.7757 1.2732 0.5852 1.6008 0.6611 0.6371 -0.2718 -0.2885
1305031113.7857 1.2726 0.5810 1.6005 0.6601 0.6375 -0.2721 -0.2894
1305031113.7957 1.2726 0.5772 1.6001 0.6604 0.6372 -0.2715 -0.2899
1305031113.8057 1.2723 0.5730 1.5996 0.6605 0.6372 -0.2712 -0.2902
1305031113.8157 1.2718 0.5688 1.5992 0.6601 0.6370 -0.2712 -0.2914
1305031113.8257 1.2715 0.5648 1.5988 0.6599 0.6377 -0.2700 -0.2916
1305031113.8357 1.2710 0.5606 1.5985 0.6593 0.6390 -0.2685 -0.2915
1305031113.8457 1.2707 0.5565 1.5983 0.6584 0.6395 -0.2678 -0.2930
1305031113.8557 1.2704 0.5523 1.5979 0.6572 0.6408 -0.2669 -0.2938
1305031113.8657 1.2702 0.5482 1.5974 0.6561 0.6409 -0.2678 -0.2950
1305031113.8757 1.2698 0.5441 1.5972 0.6550 0.6413 -0.2687 -0.2960
1305031113.8858 1.2694 0.5399 1.5970 0.6539 0.6413 -0.2702 -0.2969
1305031113.8957 1.2693 0.5357 1.5966 0.6542 0.6411 -0.2702 -0.2968
1305031113.9057 1.2689 0.5316 1.5960 0.6537 0.6407 -0.2713 -0.2976
1305031113.9157 1.2687 0.5277 1.5957 0.6538 0.6406 -0.2709 -0.2980
1305031113.9257 1.2683 0.5235 1.5953 0.6533 0.6401 -0.2709 -0.3001
1305031113.9357 1.2683 0.5190 1.5950 0.6529 0.6405 -0.2702 -0.3009
1305031113.9457 1.2680 0.5150 1.5947 0.6521 0.6405 -0.2699 -0.3028
1305031113.9557 1.2678 0.5107 1.5944 0.6506 0.6409 -0.2701 -0.3049
1305031113.9657 1.2674 0.5065 1.5940 0.6493 0.6412 -0.2704 -0.3067
1305031113.9757 1.2674 0.5021 1.5936 0.6483 0.6425 -0.2690 -0.3075
1305031113.9857 1.2670 0.4978 1.5933 0.6468 0.6433 -0.2690 -0.3090
1305031113.9957 1.2666 0.4934 1.5929 0.6453 0.6434 -0.2699 -0.3111
1305031114.0058 1.2662 0.4891 1.5925 0.6439 0.6441 -0.2702 -0.3123
1305031114.0157 1.2658 0.4849 1.5921 0.6426 0.6451 -0.2704 -0.3126
1305031114.0257 1.2656 0.4806 1.5919 0.6421 0.6457 -0.2706 -0.3123
1305031114.0357 1.2650 0.4764 1.5914 0.6409 0.6460 -0.2723 -0.3127
1305031114.0457 1.2648 0.4721 1.5911 0.6407 0.6463 -0.2732 -0.3116
1305031114.0557 1.2646 0.4679 1.5909 0.6402 0.6468 -0.2743 -0.3108
1305031114.0657 1.2642 0.4635 1.5906 0.6395 0.6471 -0.2759 -0.3101
1305031114.0757 1.2638 0.4591 1.5903 0.6383 0.6474 -0.2776 -0.3105
1305031114.0857 1.2634 0.4548 1.5899 0.6367 0.6485 -0.2789 -0.3102
1305031114.0957 1.2630 0.4506 1.5895 0.6354 0.6497 -0.2795 -0.3099
1305031114.1057 1.2626 0.4463 1.5892 0.6341 0.6508 -0.2803 -0.3095
1305031114.1157 1.2622 0.4421 1.5887 0.6326 0.6519 -0.2814 -0.3091
1305031114.1257 1.2616 0.4378 1.5882 0.6313 0.6524 -0.2832 -0.3092
1305031114.1357 1.2613 0.4337 1.5877 0.6306 0.6533 -0.2835 -0.3084
1305031114.1457 1.2609 0.4296 1.5872 0.6296 0.6539 -0.2846 -0.3083
1305031114.1557 1.2606 0.4255 1.5868 0.6289 0.6539 -0.2854 -0.3090
1305031114.1657 1.2603 0.4215 1.5864 0.6283 0.6541 -0.2857 -0.3095
1305031114.1757 1.2599 0.4174 1.5860 0.6274 0.6536 -0.2868 -0.3113
1305031114.1857 1.2595 0.4134 1.5854 0.6266 0.6538 -0.2874 -0.3120
1305031114.1957 1.2590 0.4093 1.5849 0.6260 0.6547 -0.2867 -0.3120
1305031114.2057 1.2587 0.4055 1.5841 0.6256 0.6555 -0.2859 -0.3118
1305031114.2157 1.2582 0.4014 1.5834 0.6247 0.6564 -0.2860 -0.3115
1305031114.2257 1.2579 0.3975 1.5826 0.6240 0.6578 -0.2853 -0.3106
1305031114.2357 1.2575 0.3936 1.5820 0.6229 0.6592 -0.2849 -0.3102
1305031114.2456 1.2570 0.3897 1.5812 0.6215 0.6606 -0.2857 -0.3093
1305031114.2557 1.2565 0.3858 1.5807 0.6203 0.6614 -0.2870 -0.3088
1305031114.2657 1.2559 0.3818 1.5801 0.6192 0.6620 -0.2887 -0.3081
1305031114.2757 1.2556 0.3783 1.5796 0.6187 0.6628 -0.2897 -0.3065
1305031114.2865 1.2548 0.3746 1.5788 0.6177 0.6632 -0.2922 -0.3052
1305031114.2957 1.2546 0.3708 1.5784 0.6178 0.6643 -0.2924 -0.3027
1305031114.3057 1.2542 0.3671 1.5776 0.6171 0.6651 -0.2938 -0.3007
1305031114.3157 1.2537 0.3635 1.5772 0.6162 0.6661 -0.2946 -0.2996
1305031114.3257 1.2534 0.3595 1.5767 0.6157 0.6672 -0.2946 -0.2980
1305031114.3357 1.2530 0.3562 1.5762 0.6146 0.6679 -0.2953 -0.2982
1305031114.3457 1.2527 0.3527 1.5758 0.6138 0.6691 -0.2952 -0.2975
1305031114.3557 1.2524 0.3492 1.5753 0.6129 0.6697 -0.2954 -0.2976
1305031114.3657 1.2520 0.3456 1.5750 0.6120 0.6706 -0.2950 -0.2979
1305031114.3757 1.2514 0.3423 1.5747 0.6106 0.6714 -0.2953 -0.2986
1305031114.3856 1.2511 0.3391 1.5745 0.6093 0.6724 -0.2952 -0.2991
1305031114.3957 1.2508 0.3356 1.5743 0.6084 0.6731 -0.2950 -0.2996
1305031114.4057 1.2503 0.3324 1.5740 0.6069 0.6742 -0.2956 -0.2996
1305031114.4157 1.2498 0.3291 1.5738 0.6060 0.6746 -0.2965 -0.2995
1305031114.4257 1.2493 0.3261 1.5735 0.6050 0.6757 -0.2969 -0.2989
1305031114.4357 1.2488 0.3232 1.5734 0.6046 0.6761 -0.2974 -0.2982
1305031114.4456 1.2484 0.3200 1.5734 0.6041 0.6772 -0.2981 -0.2960
1305031114.4557 1.2481 0.3170 1.5734 0.6035 0.6780 -0.2988 -0.2946
1305031114.4657 1.2474 0.3140 1.5733 0.6022 0.6789 -0.3007 -0.2933
1305031114.4757 1.2468 0.3108 1.5732 0.6015 0.6802 -0.3012 -0.2912
1305031114.4857 1.2463 0.3082 1.5732 0.6000 0.6811 -0.3033 -0.2900
1305031114.4957 1.2455 0.3055 1.5732 0.5991 0.6821 -0.3042 -0.2887
1305031114.5056 1.2446 0.3029 1.5731 0.5982 0.6827 -0.3057 -0.2876
1305031114.5157 1.2440 0.3005 1.5730 0.5982 0.6837 -0.3053 -0.2853
1305031114.5257 1.2434 0.2982 1.5730 0.5985 0.6841 -0.3056 -0.2835
1305031114.5356 1.2426 0.2961 1.5731 0.5989 0.6841 -0.3058 -0.2825
1305031114.5457 1.2420 0.2940 1.5731 0.6002 0.6834 -0.3057 -0.2817
1305031114.5557 1.2415 0.2921 1.5730 0.6010 0.6828 -0.3059 -0.2812
1305031114.5657 1.2409 0.2903 1.5731 0.6017 0.6823 -0.3058 -0.2809
1305031114.5756 1.2405 0.2886 1.5732 0.6030 0.6819 -0.3047 -0.2802
1305031114.5857 1.2399 0.2868 1.5731 0.6036 0.6818 -0.3048 -0.2791
1305031114.5957 1.2393 0.2852 1.5730 0.6044 0.6813 -0.3047 -0.2785
1305031114.6060 1.2388 0.2836 1.5729 0.6052 0.6815 -0.3040 -0.2771
1305031114.6157 1.2383 0.2819 1.5728 0.6057 0.6819 -0.3037 -0.2757
1305031114.6257 1.2379 0.2804 1.5727 0.6061 0.6823 -0.3032 -0.2741
1305031114.6357 1.2377 0.2788 1.5726 0.6062 0.6834 -0.3023 -0.2722
1305031114.6456 1.2372 0.2774 1.5725 0.6054 0.6845 -0.3028 -0.2707
1305031114.6557 1.2369 0.2761 1.5725 0.6045 0.6856 -0.3033 -0.2691
1305031114.6658 1.2368 0.2747 1.5727 0.6044 0.6868 -0.3028 -0.2670
1305031114.6757 1.2364 0.2734 1.5726 0.6039 0.6872 -0.3047 -0.2650
1305031114.6856 1.2363 0.2725 1.5728 0.6040 0.6870 -0.3057 -0.2642
1305031114.6957 1.2359 0.2715 1.5729 0.6037 0.6866 -0.3074 -0.2638
1305031114.7057 1.2360 0.2706 1.5732 0.6037 0.6868 -0.3078 -0.2628
1305031114.7157 1.2361 0.2698 1.5735 0.6030 0.6873 -0.3081 -0.2627
1305031114.7257 1.2361 0.2690 1.5736 0.6017 0.6882 -0.3087 -0.2628
1305031114.7357 1.2363 0.2685 1.5738 0.6005 0.6893 -0.3088 -0.2625
1305031114.7457 1.2364 0.2680 1.5741 0.5991 0.6902 -0.3092 -0.2629
1305031114.7556 1.2364 0.2676 1.5742 0.5979 0.6904 -0.3103 -0.2639
1305031114.7657 1.2365 0.2674 1.5743 0.5972 0.6905 -0.3108 -0.2645
1305031114.7757 1.2367 0.2674 1.5745 0.5970 0.6906 -0.3109 -0.2648
1305031114.7857 1.2370 0.2675 1.5745 0.5971 0.6905 -0.3106 -0.2649
1305031114.7956 1.2372 0.2677 1.5745 0.5972 0.6906 -0.3104 -0.2648
1305031114.8057 1.2375 0.2680 1.5744 0.5970 0.6912 -0.3098 -0.2644
1305031114.8156 1.2378 0.2684 1.5743 0.5964 0.6920 -0.3095 -0.2641
1305031114.8257 1.2382 0.2688 1.5742 0.5955 0.6925 -0.3096 -0.2645
1305031114.8357 1.2385 0.2694 1.5742 0.5949 0.6929 -0.3097 -0.2647
1305031114.8457 1.2388 0.2702 1.5740 0.5947 0.6932 -0.3097 -0.2645
1305031114.8557 1.2392 0.2712 1.5738 0.5949 0.6932 -0.3095 -0.2641
1305031114.8657 1.2394 0.2721 1.5735 0.5952 0.6929 -0.3098 -0.2638
1305031114.8757 1.2397 0.2732 1.5731 0.5954 0.6927 -0.3100 -0.2637
1305031114.8857 1.2400 0.2743 1.5726 0.5956 0.6923 -0.3106 -0.2637
1305031114.8957 1.2406 0.2756 1.5724 0.5957 0.6927 -0.3094 -0.2636
1305031114.9057 1.2410 0.2769 1.5718 0.5954 0.6933 -0.3094 -0.2629
1305031114.9157 1.2413 0.2784 1.5713 0.5951 0.6937 -0.3089 -0.2630
1305031114.9257 1.2415 0.2801 1.5705 0.5947 0.6943 -0.3090 -0.2622
1305031114.9357 1.2419 0.2819 1.5698 0.5952 0.6946 -0.3080 -0.2616
1305031114.9456 1.2421 0.2838 1.5690 0.5953 0.6943 -0.3077 -0.2623
1305031114.9557 1.2426 0.2858 1.5684 0.5961 0.6944 -0.3063 -0.2621
1305031114.9657 1.2428 0.2880 1.5676 0.5961 0.6945 -0.3059 -0.2624
1305031114.9757 1.2430 0.2903 1.5668 0.5957 0.6949 -0.3057 -0.2625
1305031114.9857 1.2432 0.2926 1.5660 0.5959 0.6955 -0.3042 -0.2618
1305031114.9957 1.2434 0.2951 1.5651 0.5962 0.6958 -0.3035 -0.2613
1305031115.0057 1.2435 0.2978 1.5642 0.5966 0.6965 -0.3022 -0.2600
1305031115.0157 1.2438 0.3004 1.5634 0.5973 0.6966 -0.3012 -0.2593
1305031115.0257 1.2440 0.3032 1.5625 0.5979 0.6964 -0.3004 -0.2593
1305031115.0357 1.2441 0.3061 1.5618 0.5982 0.6966 -0.2993 -0.2594
1305031115.0457 1.2440 0.3092 1.5611 0.5981 0.6963 -0.2991 -0.2607
1305031115.0557 1.2436 0.3122 1.5603 0.5976 0.6965 -0.2993 -0.2610
1305031115.0656 1.2436 0.3153 1.5596 0.5980 0.6963 -0.2989 -0.2613
1305031115.0756 1.2434 0.3187 1.5589 0.5985 0.6965 -0.2977 -0.2607
1305031115.0857 1.2436 0.3222 1.5583 0.5998 0.6965 -0.2960 -0.2598
1305031115.0958 1.2433 0.3259 1.5575 0.6008 0.6956 -0.2955 -0.2606
1305031115.1057 1.2432 0.3296 1.5568 0.6026 0.6946 -0.2939 -0.2609
1305031115.1157 1.2432 0.3334 1.5562 0.6044 0.6934 -0.2921 -0.2621
1305031115.1257 1.2430 0.3373 1.5558 0.6058 0.6925 -0.2899 -0.2633
1305031115.1357 1.2426 0.3412 1.5553 0.6065 0.6920 -0.2884 -0.2648
1305031115.1457 1.2421 0.3451 1.5548 0.6069 0.6912 -0.2879 -0.2663
1305031115.1559 1.2415 0.3491 1.5543 0.6072 0.6912 -0.2873 -0.2665
1305031115.1656 1.2412 0.3529 1.5538 0.6075 0.6914 -0.2865 -0.2660
1305031115.1756 1.2407 0.3570 1.5532 0.6080 0.6913 -0.2864 -0.2654
1305031115.1867 1.2403 0.3612 1.5527 0.6091 0.6908 -0.2860 -0.2643
1305031115.1958 1.2397 0.3654 1.5521 0.6101 0.6895 -0.2867 -0.2649
1305031115.2057 1.2392 0.3699 1.5518 0.6112 0.6882 -0.2866 -0.2659
1305031115.2157 1.2386 0.3744 1.5515 0.6122 0.6868 -0.2865 -0.2672
1305031115.2257 1.2379 0.3791 1.5511 0.6127 0.6857 -0.2870 -0.2685
1305031115.2357 1.2371 0.3839 1.5508 0.6129 0.6846 -0.2875 -0.2703
1305031115.2457 1.2363 0.3887 1.5503 0.6134 0.6832 -0.2885 -0.2717
1305031115.2557 1.2355 0.3937 1.5497 0.6141 0.6823 -0.2891 -0.2716
1305031115.2657 1.2349 0.3987 1.5492 0.6155 0.6817 -0.2884 -0.2707
1305031115.2757 1.2342 0.4038 1.5486 0.6174 0.6806 -0.2881 -0.2696
1305031115.2857 1.2336 0.4088 1.5481 0.6195 0.6789 -0.2879 -0.2691
1305031115.2956 1.2329 0.4139 1.5476 0.6215 0.6766 -0.2880 -0.2701
1305031115.3056 1.2324 0.4191 1.5472 0.6227 0.6750 -0.2876 -0.2717
1305031115.3156 1.2318 0.4243 1.5467 0.6238 0.6732 -0.2876 -0.2739
1305031115.3257 1.2312 0.4295 1.5461 0.6242 0.6715 -0.2880 -0.2766
1305031115.3357 1.2306 0.4349 1.5455 0.6253 0.6702 -0.2871 -0.2784
1305031115.3456 1.2300 0.4400 1.5448 0.6266 0.6689 -0.2861 -0.2794
1305031115.3557 1.2296 0.4450 1.5439 0.6281 0.6684 -0.2849 -0.2786
1305031115.3657 1.2292 0.4500 1.5431 0.6293 0.6689 -0.2834 -0.2760
1305031115.3757 1.2288 0.4550 1.5421 0.6302 0.6693 -0.2833 -0.2733
1305031115.3857 1.2283 0.4600 1.5411 0.6302 0.6703 -0.2843 -0.2698
1305031115.3957 1.2282 0.4651 1.5403 0.6310 0.6711 -0.2840 -0.2659
1305031115.4057 1.2275 0.4701 1.5395 0.6312 0.6704 -0.2864 -0.2649
1305031115.4157 1.2272 0.4754 1.5387 0.6321 0.6700 -0.2873 -0.2628
1305031115.4257 1.2270 0.4807 1.5381 0.6338 0.6692 -0.2870 -0.2608
1305031115.4357 1.2266 0.4861 1.5374 0.6352 0.6680 -0.2872 -0.2602
1305031115.4457 1.2263 0.4915 1.5367 0.6368 0.6668 -0.2874 -0.2594
1305031115.4557 1.2263 0.4969 1.5362 0.6385 0.6664 -0.2863 -0.2574
1305031115.4656 1.2259 0.5024 1.5355 0.6395 0.6656 -0.2870 -0.2562
1305031115.4756 1.2257 0.5077 1.5347 0.6407 0.6655 -0.2868 -0.2537
1305031115.4857 1.2257 0.5132 1.5343 0.6415 0.6645 -0.2874 -0.2536
1305031115.4957 1.2256 0.5190 1.5339 0.6432 0.6633 -0.2869 -0.2529
1305031115.5057 1.2259 0.5247 1.5337 0.6458 0.6612 -0.2852 -0.2537
1305031115.5156 1.2260 0.5305 1.5337 0.6486 0.6589 -0.2833 -0.2550
1305031115.5257 1.2260 0.5365 1.5335 0.6508 0.6563 -0.2819 -0.2574
1305031115.5357 1.2261 0.5423 1.5335 0.6530 0.6540 -0.2802 -0.2597
1305031115.5457 1.2264 0.5483 1.5337 0.6547 0.6522 -0.2782 -0.2619
1305031115.5557 1.2265 0.5539 1.5336 0.6570 0.6500 -0.2762 -0.2638
1305031115.5657 1.2269 0.5597 1.5337 0.6585 0.6484 -0.2751 -0.2650
1305031115.5757 1.2269 0.5652 1.5339 0.6597 0.6468 -0.2748 -0.2663
1305031115.5856 1.2272 0.5708 1.5340 0.6612 0.6453 -0.2744 -0.2667
1305031115.5957 1.2273 0.5762 1.5340 0.6622 0.6437 -0.2749 -0.2675
1305031115.6057 1.2278 0.5818 1.5344 0.6640 0.6420 -0.2741 -0.2679
1305031115.6157 1.2283 0.5875 1.5345 0.6658 0.6402 -0.2736 -0.2684
1305031115.6257 1.2287 0.5930 1.5349 0.6679 0.6385 -0.2725 -0.2684
1305031115.6356 1.2290 0.5986 1.5354 0.6697 0.6364 -0.2720 -0.2692
1305031115.6457 1.2292 0.6039 1.5356 0.6712 0.6340 -0.2731 -0.2702
1305031115.6556 1.2301 0.6094 1.5360 0.6738 0.6318 -0.2725 -0.2695
1305031115.6656 1.2301 0.6146 1.5363 0.6750 0.6298 -0.2742 -0.2693
1305031115.6757 1.2306 0.6198 1.5366 0.6767 0.6277 -0.2762 -0.2681
1305031115.6857 1.2310 0.6252 1.5368 0.6782 0.6259 -0.2776 -0.2668
1305031115.6957 1.2318 0.6304 1.5370 0.6803 0.6240 -0.2783 -0.2654
1305031115.7056 1.2320 0.6357 1.5374 0.6822 0.6221 -0.2785 -0.2647
1305031115.7157 1.2327 0.6409 1.5377 0.6843 0.6203 -0.2775 -0.2644
1305031115.7257 1.2327 0.6461 1.5379 0.6855 0.6181 -0.2782 -0.2659
1305031115.7357 1.2336 0.6513 1.5384 0.6884 0.6160 -0.2752 -0.2663
1305031115.7457 1.2339 0.6566 1.5386 0.6894 0.6139 -0.2753 -0.2687
1305031115.7556 1.2345 0.6619 1.5390 0.6914 0.6116 -0.2738 -0.2701
1305031115.7657 1.2347 0.6671 1.5392 0.6929 0.6092 -0.2738 -0.2717
1305031115.7757 1.2350 0.6720 1.5394 0.6948 0.6068 -0.2735 -0.2725
1305031115.7857 1.2359 0.6773 1.5396 0.6974 0.6043 -0.2719 -0.2729
1305031115.7957 1.2358 0.6823 1.5397 0.6991 0.6023 -0.2713 -0.2735
1305031115.8056 1.2364 0.6872 1.5397 0.7020 0.5995 -0.2694 -0.2743
1305031115.8156 1.2368 0.6923 1.5397 0.7038 0.5976 -0.2680 -0.2751
1305031115.8257 1.2376 0.6972 1.5397 0.7067 0.5953 -0.2653 -0.2753
1305031115.8357 1.2377 0.7020 1.5395 0.7080 0.5933 -0.2646 -0.2768
1305031115.8457 1.2382 0.7067 1.5395 0.7101 0.5915 -0.2630 -0.2769
1305031115.8556 1.2388 0.7115 1.5395 0.7122 0.5893 -0.2619 -0.2773
1305031115.8657 1.2387 0.7161 1.5394 0.7127 0.5875 -0.2633 -0.2786
1305031115.8756 1.2392 0.7207 1.5393 0.7136 0.5856 -0.2641 -0.2795
1305031115.8857 1.2397 0.7251 1.5392 0.7148 0.5841 -0.2644 -0.2791
1305031115.8956 1.2399 0.7296 1.5388 0.7157 0.5820 -0.2654 -0.2802
1305031115.9057 1.2399 0.7339 1.5383 0.7168 0.5808 -0.2653 -0.2803
1305031115.9156 1.2405 0.7384 1.5381 0.7188 0.5790 -0.2639 -0.2800
1305031115.9256 1.2407 0.7428 1.5377 0.7202 0.5771 -0.2631 -0.2814
1305031115.9356 1.2409 0.7472 1.5372 0.7220 0.5754 -0.2617 -0.2815
1305031115.9457 1.2412 0.7514 1.5366 0.7237 0.5732 -0.2610 -0.2819
1305031115.9557 1.2419 0.7557 1.5361 0.7258 0.5715 -0.2596 -0.2816
1305031115.9657 1.2418 0.7599 1.5354 0.7266 0.5706 -0.2592 -0.2815
1305031115.9757 1.2420 0.7640 1.5346 0.7283 0.5689 -0.2583 -0.2814
1305031115.9857 1.2419 0.7683 1.5339 0.7293 0.5673 -0.2573 -0.2830
1305031115.9957 1.2423 0.7723 1.5333 0.7313 0.5659 -0.2544 -0.2833
1305031116.0057 1.2424 0.7765 1.5325 0.7324 0.5644 -0.2525 -0.2849
1305031116.0156 1.2427 0.7807 1.5320 0.7343 0.5636 -0.2479 -0.2856
1305031116.0257 1.2426 0.7847 1.5310 0.7352 0.5617 -0.2461 -0.2888
1305031116.0356 1.2423 0.7889 1.5300 0.7360 0.5604 -0.2437 -0.2911
1305031116.0457 1.2424 0.7928 1.5292 0.7376 0.5588 -0.2414 -0.2922
1305031116.0557 1.2427 0.7967 1.5281 0.7396 0.5569 -0.2392 -0.2925
1305031116.0657 1.2429 0.8007 1.5271 0.7417 0.5556 -0.2363 -0.2922
1305031116.0757 1.2429 0.8045 1.5261 0.7436 0.5546 -0.2337 -0.2915
1305031116.0857 1.2427 0.8085 1.5250 0.7451 0.5530 -0.2312 -0.2924
1305031116.0959 1.2428 0.8126 1.5244 0.7468 0.5529 -0.2268 -0.2916
1305031116.1057 1.2429 0.8164 1.5232 0.7485 0.5510 -0.2249 -0.2926
1305031116.1157 1.2426 0.8201 1.5224 0.7495 0.5497 -0.2233 -0.2936
1305031116.1257 1.2432 0.8238 1.5214 0.7518 0.5478 -0.2206 -0.2933
1305031116.1357 1.2429 0.8274 1.5207 0.7522 0.5472 -0.2195 -0.2943
1305031116.1457 1.2433 0.8310 1.5199 0.7538 0.5459 -0.2178 -0.2939
1305031116.1557 1.2432 0.8348 1.5192 0.7545 0.5447 -0.2171 -0.2948
1305031116.1657 1.2434 0.8384 1.5185 0.7550 0.5453 -0.2158 -0.2934
1305031116.1757 1.2430 0.8420 1.5178 0.7564 0.5435 -0.2148 -0.2939
1305031116.1857 1.2433 0.8454 1.5171 0.7581 0.5424 -0.2127 -0.2930
1305031116.1957 1.2433 0.8490 1.5163 0.7587 0.5420 -0.2118 -0.2929
1305031116.2056 1.2435 0.8525 1.5156 0.7602 0.5405 -0.2101 -0.2930
1305031116.2157 1.2437 0.8559 1.5151 0.7611 0.5398 -0.2092 -0.2926
1305031116.2257 1.2441 0.8594 1.5147 0.7625 0.5384 -0.2073 -0.2928
1305031116.2357 1.2441 0.8629 1.5143 0.7631 0.5370 -0.2068 -0.2943
1305031116.2457 1.2446 0.8662 1.5143 0.7644 0.5359 -0.2052 -0.2941
1305031116.2557 1.2448 0.8696 1.5140 0.7652 0.5342 -0.2042 -0.2957
1305031116.2657 1.2456 0.8729 1.5139 0.7668 0.5320 -0.2023 -0.2968
1305031116.2757 1.2456 0.8762 1.5139 0.7676 0.5307 -0.2008 -0.2981
1305031116.2857 1.2459 0.8793 1.5136 0.7689 0.5289 -0.1995 -0.2990
1305031116.2957 1.2465 0.8823 1.5136 0.7702 0.5277 -0.1969 -0.2991
1305031116.3057 1.2472 0.8853 1.5136 0.7720 0.5260 -0.1946 -0.2991
1305031116.3156 1.2474 0.8880 1.5138 0.7730 0.5252 -0.1933 -0.2989
1305031116.3256 1.2479 0.8904 1.5139 0.7738 0.5237 -0.1927 -0.2998
1305031116.3356 1.2485 0.8928 1.5143 0.7745 0.5229 -0.1917 -0.2999
1305031116.3457 1.2489 0.8951 1.5147 0.7742 0.5223 -0.1924 -0.3014
1305031116.3557 1.2493 0.8972 1.5152 0.7744 0.5212 -0.1925 -0.3027
1305031116.3657 1.2498 0.8991 1.5157 0.7736 0.5208 -0.1933 -0.3048
1305031116.3757 1.2501 0.9008 1.5162 0.7730 0.5200 -0.1945 -0.3069
1305031116.3857 1.2506 0.9023 1.5167 0.7728 0.5196 -0.1952 -0.3076
1305031116.3957 1.2512 0.9039 1.5171 0.7736 0.5183 -0.1957 -0.3075
1305031116.4057 1.2516 0.9051 1.5173 0.7746 0.5162 -0.1965 -0.3079
1305031116.4157 1.2524 0.9061 1.5176 0.7763 0.5143 -0.1968 -0.3067
1305031116.4258 1.2531 0.9069 1.5179 0.7787 0.5121 -0.1958 -0.3050
1305031116.4358 1.2535 0.9074 1.5182 0.7806 0.5102 -0.1957 -0.3036
1305031116.4456 1.2539 0.9077 1.5184 0.7818 0.5086 -0.1960 -0.3027
1305031116.4556 1.2543 0.9078 1.5188 0.7827 0.5073 -0.1963 -0.3026
1305031116.4657 1.2547 0.9075 1.5193 0.7831 0.5067 -0.1963 -0.3025
1305031116.4757 1.2553 0.9070 1.5197 0.7831 0.5065 -0.1963 -0.3026
1305031116.4857 1.2556 0.9061 1.5203 0.7826 0.5069 -0.1963 -0.3034
1305031116.4957 1.2558 0.9050 1.5207 0.7816 0.5074 -0.1969 -0.3048
1305031116.5057 1.2561 0.9038 1.5211 0.7806 0.5088 -0.1971 -0.3050
1305031116.5157 1.2562 0.9025 1.5217 0.7794 0.5098 -0.1974 -0.3060
1305031116.5281 1.2567 0.9007 1.5223 0.7792 0.5100 -0.1966 -0.3067
1305031116.5358 1.2566 0.8988 1.5229 0.7777 0.5113 -0.1969 -0.3082
1305031116.5456 1.2567 0.8968 1.5234 0.7772 0.5120 -0.1966 -0.3085
1305031116.5557 1.2568 0.8943 1.5238 0.7766 0.5126 -0.1969 -0.3088
1305031116.5657 1.2568 0.8917 1.5241 0.7762 0.5136 -0.1968 -0.3081
1305031116.5757 1.2568 0.8889 1.5245 0.7756 0.5150 -0.1968 -0.3074
1305031116.5857 1.2568 0.8859 1.5250 0.7742 0.5165 -0.1976 -0.3080
1305031116.5957 1.2567 0.8827 1.5255 0.7726 0.5188 -0.1985 -0.3075
1305031116.6057 1.2570 0.8792 1.5259 0.7714 0.5207 -0.1990 -0.3070
1305031116.6157 1.2565 0.8755 1.5265 0.7689 0.5239 -0.2002 -0.3071
1305031116.6257 1.2564 0.8718 1.5269 0.7668 0.5267 -0.2014 -0.3068
1305031116.6357 1.2563 0.8678 1.5273 0.7646 0.5291 -0.2026 -0.3073
1305031116.6457 1.2561 0.8637 1.5276 0.7623 0.5320 -0.2045 -0.3068
1305031116.6557 1.2562 0.8595 1.5282 0.7609 0.5347 -0.2043 -0.3056
1305031116.6657 1.2562 0.8553 1.5286 0.7588 0.5371 -0.2051 -0.3059
1305031116.6756 1.2562 0.8510 1.5290 0.7572 0.5395 -0.2053 -0.3056
1305031116.6857 1.2562 0.8464 1.5295 0.7554 0.5418 -0.2055 -0.3060
1305031116.6957 1.2558 0.8419 1.5298 0.7530 0.5441 -0.2065 -0.3071
1305031116.7057 1.2559 0.8374 1.5303 0.7512 0.5469 -0.2058 -0.3069
1305031116.7157 1.2560 0.8326 1.5308 0.7495 0.5493 -0.2051 -0.3073
1305031116.7256 1.2557 0.8279 1.5309 0.7468 0.5528 -0.2057 -0.3072
1305031116.7362 1.2553 0.8232 1.5312 0.7436 0.5563 -0.2062 -0.3084
1305031116.7457 1.2560 0.8181 1.5317 0.7434 0.5586 -0.2034 -0.3066
